dockernet-gaia1-1  | 4:18AM INF starting node with ABCI Tendermint in-process
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=E027AE3EA53C90BED0C1BAB03F7D2A8B8E9B9F02905224B11E7C1A868DF14A60 height=184 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=184 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=986.129946 height=185 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"5D1FC12B1C3331E24E413C741C8C74E5B55E8F0FE4B152A0E9D784858E30F2D9","parts":{"hash":"42844DD1AE9E5F1AB6F22BB60E1EDEF6CFFF18CC6BA4B32D7303F2150F30BA44","total":1}},"height":185,"pol_round":-1,"round":0,"signature":"W6hedA2M0h6oSFjkdwkdo6SITMSbUQX85bWE/YiATSpVv+r1BnGJTY0g9aNMyMxizUZx2+ZUv+vvLFQhE+wqBw==","timestamp":"2023-07-14T04:21:17.643258763Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=5D1FC12B1C3331E24E413C741C8C74E5B55E8F0FE4B152A0E9D784858E30F2D9 height=185 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=185 module=consensus num_txs=0 root=E027AE3EA53C90BED0C1BAB03F7D2A8B8E9B9F02905224B11E7C1A868DF14A60
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=185 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3137203231342031303120323332203830203138312031393120313633203138372032333820392032333520353320323135203232352031333720383420383520323133203133203231342031363320313137203138392031332031313120323134203237203136203332203130342039345D3A42397D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=11D665E850B5BFA3BBEE09EB35D7E1895455D50DD6A375BD0D6FD61B1020685E height=185 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=185 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=986.19708 height=186 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"25A1C2E959D9D3E7FD7F41E3FDE9BC1213FA3BA24182978B2AD9614DDB607E3E","parts":{"hash":"E5CF4E5E2C5FD76264FE45A60DB0892E8C7E88320DAD8E3F4000C69446FA104E","total":1}},"height":186,"pol_round":-1,"round":0,"signature":"W62ibiweZtXb4Do8i6zsr72iRKxghSUHexkcmCAkxnwlIZ6ow4IHFLnV1/GSrLnT6yiMyDS3ShTotcgo/gi7DA==","timestamp":"2023-07-14T04:21:18.659674184Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=25A1C2E959D9D3E7FD7F41E3FDE9BC1213FA3BA24182978B2AD9614DDB607E3E height=186 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=186 module=consensus num_txs=0 root=11D665E850B5BFA3BBEE09EB35D7E1895455D50DD6A375BD0D6FD61B1020685E
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=186 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B333620322031313120393720323035203720323435203130352032313420313934203431203131352031373420313020313835203935203230203136362031323020313632203139382032323120362032353020313236203131312031393620383520313831203138322035362036385D3A42417D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=24026F61CD07F569D6C22973AE0AB95F14A678A2C6DD06FA7E6FC455B5B63844 height=186 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=186 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=986.42725 height=187 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"24091592795166A0BCEFEACC9C04C815CAB559EBC4194E7B1465887CF7268052","parts":{"hash":"C1839DFF9C6C7AF0EF860BB42814197C4D38D191FB046BFAFA6561ADECEDA056","total":1}},"height":187,"pol_round":-1,"round":0,"signature":"TMghYjMovMZZ8+3BnTaPI4JjI3j6ozlWy90KkPWsF/VTKQDB8twEeizMfGIOVxxNZs51y2qT9rm/KRMFeV9aDw==","timestamp":"2023-07-14T04:21:19.678867569Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=24091592795166A0BCEFEACC9C04C815CAB559EBC4194E7B1465887CF7268052 height=187 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=187 module=consensus num_txs=0 root=24026F61CD07F569D6C22973AE0AB95F14A678A2C6DD06FA7E6FC455B5B63844
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=187 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B343220313137203831203230372031303220313330203331203138382032303620313939203434203238203135312031373320313335203231312038372031373720363220343520313237203132372035322034372032313120313039203134392032333120313020323339203230312035335D3A42427D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=2A7551CF66821FBCCEC72C1C97AD87D357B13E2D7F7F342FD36D95E70AEFC935 height=187 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=187 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=986.873101 height=188 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"6BEDF6FB7B84A984C69D5BE9A8646C40145D012481031F0A46967953DE4FE481","parts":{"hash":"84AF680F564C54CD592A4B596FB46BCFE421B0D48FBE279F195F29913A592BB1","total":1}},"height":188,"pol_round":-1,"round":0,"signature":"oKQ4QOSzncT80XR5qOCLQi39dPTYeMn9N31eJtPl/u3ec3VLGEDco0MdUW56o4V4zTkcditVwjeMFZguersEBA==","timestamp":"2023-07-14T04:21:20.694954916Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=6BEDF6FB7B84A984C69D5BE9A8646C40145D012481031F0A46967953DE4FE481 height=188 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=188 module=consensus num_txs=0 root=2A7551CF66821FBCCEC72C1C97AD87D357B13E2D7F7F342FD36D95E70AEFC935
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=188 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B392032343020323720343320313136203133352032343620313631203133362032343020323237203334203133322035342031303320323338203233302036332036362031373220313531203235302031333120322036322032343420313733203134392031373220313338203137203231375D3A42437D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=09F01B2B7487F6A188F0E322843667EEE63F42AC97FA83023EF4AD95AC8A11D9 height=188 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=188 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=984.687419 height=189 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"D7C559262A3131ECD2EB3603ADE86B802184F68C58E411442586943B01884DE6","parts":{"hash":"98132C536AA157FE53BAC15FFB1EAD787B0AF3E3C5F55471B0165B76B7FA12C4","total":1}},"height":189,"pol_round":-1,"round":0,"signature":"cfzRcc9G3AwqXcPvxL469r/1u1N8JbxMHshbtFS1+md1UhsYEn4mLnU9+A9wnWrnPhErVaHxdEFpRmdKAmKMDw==","timestamp":"2023-07-14T04:21:21.710449508Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=D7C559262A3131ECD2EB3603ADE86B802184F68C58E411442586943B01884DE6 height=189 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=189 module=consensus num_txs=0 root=09F01B2B7487F6A188F0E322843667EEE63F42AC97FA83023EF4AD95AC8A11D9
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=189 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B31373620333620323338203134203838203139372032323520302031353820343220313631203231302032313920313737203137382037203234382031323320313732203135312031353220373720373620313836203831203634203133372039392031333720333720313038203134305D3A42447D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=B024EE0E58C5E1009E2AA1D2DBB1B207F87BAC97984D4CBA5140896389256C8C height=189 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=189 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=985.379843 height=190 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"F9125906BDC004549A6CE8F7FBD7AA40CD2006136CC4BBF9EF26AF0FB942D37C","parts":{"hash":"A459435FAC0ED522E48D30795F8D294EB50D7D2A6E687C2F4F777B853BFE6451","total":1}},"height":190,"pol_round":-1,"round":0,"signature":"CiK+TATmfvblzYy8sxnvb7YfPmWOlHn3YWq/Vcq0LhXUwJxHYRZL1nht27f3vZ1iFxqnvNw34AcpQ0wvkDIIDQ==","timestamp":"2023-07-14T04:21:22.726302875Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=F9125906BDC004549A6CE8F7FBD7AA40CD2006136CC4BBF9EF26AF0FB942D37C height=190 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=190 module=consensus num_txs=0 root=B024EE0E58C5E1009E2AA1D2DBB1B207F87BAC97984D4CBA5140896389256C8C
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=190 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B313835203238203133352031353420323220323334203134372035362032303820323332203231302031363720323332203231302031363720323035203136312031383420313131203231392032303120353320323330203230332031323720313230203237203137382032353120343520313237203234395D3A42457D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=B91C879A16EA9338D0E8D2A7E8D2A7CDA1B86FDBC935E6CB7F781BB2FB2D7FF9 height=190 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=190 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=982.971389 height=191 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"AF81337BDFED119D0E0BEAAFA78AC7A126751EA8334E851B9A42DC9EF1676FA9","parts":{"hash":"AD33759A22F8F09690DE474AD07EE42C3A6EB38FABE92378BA611F923800D0EC","total":1}},"height":191,"pol_round":-1,"round":0,"signature":"n+KhRuZKTw4XGRlBWy5K5fDB7OD2Ej7+cjFVc/XTHkc8/DRgKxBxSJf9/udiL1B9zqtcD2RcGefrmW+bhUGWDw==","timestamp":"2023-07-14T04:21:23.742715228Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=AF81337BDFED119D0E0BEAAFA78AC7A126751EA8334E851B9A42DC9EF1676FA9 height=191 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=191 module=consensus num_txs=0 root=B91C879A16EA9338D0E8D2A7E8D2A7CDA1B86FDBC935E6CB7F781BB2FB2D7FF9
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=191 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B35203138302031323620393520343220313536203933203234392032352038342031303420343120313520373120362032323320353820312037382036332031393220373120383320323433203131322035203135332033352032323320373220323030203132325D3A42467D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=05B47E5F2A9C5DF9195468290F4706DF3A014E3FC04753F370059923DF48C87A height=191 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=191 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=990.026584 height=192 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"1EFBD14E2FCC43BF20BC14992C1141B12C26E3B8ABD2EFA563410B061E8ACC06","parts":{"hash":"1AE8CC3289C08DD7202FCF24133E01977F9FF6ECFCF2DCDC17349F3837E30CF7","total":1}},"height":192,"pol_round":-1,"round":0,"signature":"ZZDvqlZYEWOZcVLK80R/WgwNUqNS2qRhWozBsCWKcFkFx9IcIez6ZtIlEh8bCU707d2/b1sJ8bnPr5565EvSAQ==","timestamp":"2023-07-14T04:21:24.759126106Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=1EFBD14E2FCC43BF20BC14992C1141B12C26E3B8ABD2EFA563410B061E8ACC06 height=192 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=192 module=consensus num_txs=0 root=05B47E5F2A9C5DF9195468290F4706DF3A014E3FC04753F370059923DF48C87A
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=192 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3233332031383220313638203235352031343920313734203234203231362035203131342035342035372039302039372031313920313630203132392031303320353120393920393420333920313736203232392031323620332031303220313336203134312031343120313333203135315D3A43307D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=E9B6A8FF95AE18D8057236395A6177A0816733635E27B0E57E0366888D8D8597 height=192 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=192 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=985.759853 height=193 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"92F5611494A8822203EDBB7DD007E97BF487EFFFB6D8D734A5EEC26BDFCD74B9","parts":{"hash":"50908A91C482CAFB89E46EEE84AFA897678150AE41ADE0816E30F263939438F5","total":1}},"height":193,"pol_round":-1,"round":0,"signature":"jMBnob20/iFvl7/Mv7X1ToeDq6FJqDD6v9Ck53gkSzrN8NU39Gu8T9xgPfXQWJZywZBCMZMj1/C+OMkvx06VAA==","timestamp":"2023-07-14T04:21:25.775843948Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=92F5611494A8822203EDBB7DD007E97BF487EFFFB6D8D734A5EEC26BDFCD74B9 height=193 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=193 module=consensus num_txs=0 root=E9B6A8FF95AE18D8057236395A6177A0816733635E27B0E57E0366888D8D8597
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=193 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B31383920343420313937203133312039372034332035322031363820393120323334203133332032303720323330203231332032313120323038203139302032353520323438203232203536203134382032323420323236203232372032203139372032313120343620313438203137342039355D3A43317D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=BD2CC583612B34A85BEA85CFE6D5D3D0BEFFF8163894E0E2E302C5D32E94AE5F height=193 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=193 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=987.691965 height=194 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"E024AD7AB583252268168961A06ABA0A2E20622DD14CE5D174F79F1C20474FE0","parts":{"hash":"B8CD52E2D03BA18DB24FE6D1A5AD663C9A147CA3249843BD2AC14BB56258ADA0","total":1}},"height":194,"pol_round":-1,"round":0,"signature":"zGHsrJTXkn7UDgCuGg5u6dpRE58dPbr6rYdrel8VW1wn2LcvPTRE1V/aWJKgkXUZkJaM+QilVs35zglxmmloCQ==","timestamp":"2023-07-14T04:21:26.792076256Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=E024AD7AB583252268168961A06ABA0A2E20622DD14CE5D174F79F1C20474FE0 height=194 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=194 module=consensus num_txs=0 root=BD2CC583612B34A85BEA85CFE6D5D3D0BEFFF8163894E0E2E302C5D32E94AE5F
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=194 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3237203734203432203238203130203935203233342032323020372034332039342031303420323338203330203138362031363220313739203137362032323420333720313037203732203139322032303520363220323532203136342031363720323336203235302034203132305D3A43327D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=1B4A2A1C0A5FEADC072B5E68EE1EBAA2B3B0E0256B48C0CD3EFCA4A7ECFA0478 height=194 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=194 module=txindex
dockernet-gaia1-1  | 4:21AM INF Timed out dur=994.182654 height=195 module=consensus round=0 step=1
dockernet-gaia1-1  | 4:21AM INF received proposal module=consensus proposal={"Type":32,"block_id":{"hash":"D0BFA2CFAF37C99B9D9498B2E861489AB4806C3EF07C85845826834B76386B8D","parts":{"hash":"4003980C1E46C09C10D8E535AD976C40E5A22F62B2557E8518C2608564500E27","total":1}},"height":195,"pol_round":-1,"round":0,"signature":"Qcpb/jJVzlLW6wwza1IQ15A4o44nefERl0zRo65rHkAjROcaY/3Bq71gKJYK9XY5cuYVfLfsLbNLA9WbjOk5Aw==","timestamp":"2023-07-14T04:21:27.80129649Z"}
dockernet-gaia1-1  | 4:21AM INF received complete proposal block hash=D0BFA2CFAF37C99B9D9498B2E861489AB4806C3EF07C85845826834B76386B8D height=195 module=consensus
dockernet-gaia1-1  | 4:21AM INF finalizing commit of block hash={} height=195 module=consensus num_txs=0 root=1B4A2A1C0A5FEADC072B5E68EE1EBAA2B3B0E0256B48C0CD3EFCA4A7ECFA0478
dockernet-gaia1-1  | 4:21AM INF minted coins from module account amount=205979uatom from=mint module=x/bank
dockernet-gaia1-1  | 4:21AM INF executed block height=195 module=state num_invalid_txs=0 num_valid_txs=0
dockernet-gaia1-1  | 4:21AM INF commit synced commit=436F6D6D697449447B5B3230392031333020372031333620343720313437203937203133312031333420313532203235302032323320313731203432203935203136342033203536203736203134392031312032313720343720382032303320313739203233332032303620323234203534203930203235305D3A43337D
dockernet-gaia1-1  | 4:21AM INF committed state app_hash=D18207882F9361838698FADFAB2A5FA403384C950BD92F08CBB3E9CEE0365AFA height=195 module=state num_txs=0
dockernet-gaia1-1  | 4:21AM INF indexed block exents height=195 module=txindex
